2025-03-30T17:10:40.771846,No Face Detected,YOLOv8/Mediapipe
2025-03-30T17:11:10.856983,laptop,YOLOv8/Mediapipe
2025-03-30T19:03:57.814366,No Face Detected,YOLOv8/Mediapipe
2025-03-30T19:04:27.852504,No Face Detected,YOLOv8/Mediapipe
2025-03-30T19:05:06.137987,No Face Detected,YOLOv8/Mediapipe
